Year,,Cruise,Signature,numerical month,Project Principals,Vessel,Cruise Dates,Months,Latitude,Longitude,Summary,New Themes,OER Focus Areas,Platforms,Mission Group,MEOW,OE_Link,OE_Link_Image,SOO,Overview,Archive,Direct,NCDDC_Link,AuthoritativeIDx,CruiseID,GISMapLayers,EEM,Lesson_Plans,EMC,Educ_Focus,Publications,Metadata
2014,EX1402L1,Okeanos Explorer (EX1402L1): Gulf of Mexico Exploration and Mapping,No,2,"Elizabeth Lobecker, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"February 24 - March 15, 2014",February,24.66,-84.33,"Leg 1 of EX1402: Exploration of the Gulf of Mexico mission is a deep water exploratory mapping expedition along a transit path south along the edge of the Atlantic continental shelf south of Rhode Island, to top priority targets in U.S. Federal waters offshore of Florida in both the Atlantic Ocean and the Gulf of Mexico, and to the port of Galveston, Texas.  EK60 single beam sonar calibration and testing will be completed.","mapping, tele",gom,okeanos,Okeanos Mapping Cruises,"coldnwatl, warmnwatl, tropnwatl",http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/leg1/welcome.html,okeanos.jpg,NASA Maritime Aerosol Network (MAN); Open; Marine Aerosol Layer Observations; http://aeronet.gsfc.nasa.gov/new_web/cruises_new/OkExplorer_14_0.html,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1402l1/EX1402l1_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1402l1/ex1402l1-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1402l1/ex1402l1-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW2118&t=101378&s=8&d=70&d=75&d=76&d=91&d=93&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1402_1 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0117722 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn880377431",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1402l1/ex1402l1-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1402l1/ex1402l1-SCS-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1402L1_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1402L1,EX1402L1,Bathymetry Mosaic;OE_Bathymetry_Products;135;bathy.jpg|Ship Track;OE_OkeanosShipTrk;94;2014ST.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/lessonplans.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1402L1_COLLECTION_RESOLVED.html
2014,EX1402L2,Okeanos Explorer (EX1402L2): Gulf of Mexico Exploration and Mapping,No,3,"Lindsay McKenna, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"March 19 - April 4, 2014",March,28,-91.5,Leg 2 of EX1402: Exploration of the Gulf of Mexico mission will be primarily focused on mapping the area to the south and southeast of Flower Garden Banks NMS in the western Gulf of Mexico.  Objectives are: 1. Collect deep water multibeam bathymetry sonar data; 2. collect ancillary sonar data (single beam and sub-bottom profile); 3. XBT operations; 4. train new personnel in all data collection and processing procedures; 5. test new or modified mission hardware and software; 6. maintain single live stream video from ship to shore.,"mapping, tele, newtech",gom,okeanos,Okeanos Mapping Cruises,warmnwatl ,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/leg2/welcome.html,okeanos.jpg,NASA Maritime Aerosol Network (MAN); Open; Marine Aerosol Layer Observations; http://aeronet.gsfc.nasa.gov/new_web/cruises_new/OkExplorer_14_1.html,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format;http://oer.hpc.msstate.edu/okeanos/ex1402l2/EX1402l2_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1402l2/ex1402l2-mappingsurvey.zip | Mapping Data Report; Open; Mapping Data Report; http://oer.hpc.msstate.edu/okeanos/ex1402l2/ex1402l2-mapping-data-report.pdf | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1402l2/ex1402l2-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW2119&t=101378&s=8&d=70&d=75&d=76&d=91&d=93&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1402_2 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0117723 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn880377431",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1402l2/ex1402l2-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1402l2/ex1402l2-SCS-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1402L2_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1402L2,EX1402L2,Bathymetry Mosaic;OE_Bathymetry_Products;141;bathy.jpg|Ship Track;OE_OkeanosShipTrk;96;2014ST.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/lessonplans.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1402L2_COLLECTION_RESOLVED.html
2014,EX1402L3,Okeanos Explorer (EX1402L3): Gulf of Mexico Mapping and ROV Exploration,No,4,"Elizabeth Lobecker, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"April 10 - May 1, 2014",April,26.815,-92.532,The overall goal of this EX1402: Exploration of the Gulf of Mexico mission is to collect data to aid in the development of a baseline characterization of the targeted operating areas. Science objectives are to identify and explore the diversity and distribution of benthic habitats and features in the region; to conduct ROV dives along the Sigsbee Escarpment and in adjacent deep-water canyons; to locate and characterize underwater cultural heritage sites; to groundtruth acoustic seep data and characterize associated habitat; to recover long deployment experiments from the seafloor; and to deploy Argo floats.,"tele, mapping, subs, arch",gom,"okeanos, d2, seirios",Okeanos ROV Cruises,"warmnwatl, tropnwatl",http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/intro/welcome.html,dumbo.jpg,NASA Maritime Aerosol Network (MAN); Open; Marine Aerosol Layer Observations; http://aeronet.gsfc.nasa.gov/new_web/cruises_new/OkExplorer_14_2.html,"Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1402l3/EX1402L3_CNAV_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1402l3/ex1402l3-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1402l3/ex1402l3-profile-data.zip | ROV Dive Summary Reports and Data; Open; Access Dive Reports, Videos, Images, Clips, and Ancillary Data; http://service.ncddc.noaa.gov/rdn/oer-rov-cruises/ex1402l3","Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW2136&t=101378&s=8&d=70&d=75&d=76&d=91&d=93&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1402_3 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn880377431",,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1402L3,EX1402L3,Bathymetry Mosaic;OE_Bathymetry_Products;146;bathy.jpg|Ship Track;OE_OkeanosShipTrk;98;2014ST.jpg|Dive Locations;OE_OkeanosDives;26;2014D.jpg|Dive Tracks;OE_OkeanosDives;27;2014DTL.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1402/background/edu/lessonplans.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1402L3_COLLECTION_RESOLVED.html
2014,EX1403,Okeanos Explorer (EX1403): East Coast Mapping and Exploration,No,5,"Derek Sowers, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"May 7 - 22, 2014",May,29.8,-79.9,"EX1403 is an exploratory  mapping expedition.  Using deep water multibeam, single beam and sub-bottom profile data, EX will perform baseline characterization of highest priority areas based on feedback from other NOAA Offices, Programs, Labs and regional management councils.  Top priority areas are focused on Marine Protected Areas in the South Atlantic off the east coast of the U.S. EX will also fill data gaps along the Atlantic continental slope.  As a survey of opportunity, EX will test an advanced oxygen/argon sensor, to conduct shallow plankton tows to help assess if bluefin tuna are spawning over the Blake Plateau region, and to search for an underwater cultural heritage resource in the vicinity of the continental slope near Cape Hatteras.","mapping, tele, sampling",conshelf,okeanos,Okeanos Mapping Cruises,"coldnwatl, warmnwatl",http://oceanexplorer.noaa.gov/okeanos/welcome.html,ex1403-map.jpg,NASA Maritime Aerosol Network (MAN); Open; Marine Aerosol Layer Observations; http://aeronet.gsfc.nasa.gov/new_web/cruises_new/OkExplorer_14_3.html,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1403/EX1403_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1403/ex1403-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1403/ex1403-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW2158 | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1403  | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0117724 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn887845622",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1403/ex1403-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1403/ex1403-SCS-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1403_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1403,EX1403,Bathymetry Mosaic;OE_Bathymetry_Products;150;bathy.jpg|Ship Track;OE_OkeanosShipTrk;100;2014ST.jpg|Non-Dive Locations;OE_OkeanosCTDs;24;2014ND.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1403/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1403/edu.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1403_COLLECTION_RESOLVED.html
2014,EX1404L1,"Okeanos Explorer (EX1404L1): Shakedown and Mapping, NE Seamounts",No,8,"Derek Sowers, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"August 9 - 30, 2014",August,38,-61,"The first leg of EX1404 includes various shakedown items that are necessary after the ship has been alongside for the summer, including at-sea testing of the VSAT and communications networks and systems, mapping software updates, hardware upgrades, and sonar calibrations.  The transit and the mapping site both are selected to optimize coverage in areas that have been previously unexplored.  The working grounds for this leg will extend eastward the existing coverage of the New England Seamount chain.","mapping, seamount, tele, canyon","neseamounts, necanyons, conshelf",okeanos,Okeanos Mapping Cruises,coldnwatl,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/leg1/welcome.html,ex1404l1-map.jpg,NASA Maritime Aerosol Network (MAN); Open; Marine Aerosol Layer Observations; http://aeronet.gsfc.nasa.gov/new_web/cruises_new/OkExplorer_14_4.html,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1404l1/EX1404L1_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1404l1/ex1404l1-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1404l1/ex1404l1-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW2166 | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1404_1 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0121584 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn893486601",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1404l1/ex1404l1-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1404l1/ex1404l1-SCS-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1404L1_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1404L1,EX1404L1,Bathymetry Mosaic;OE_Bathymetry_Products;154;bathy.jpg|Ship Track;OE_OkeanosShipTrk;102;2014ST.jpg|Non-Dive Locations;OE_OkeanosCTDs;25;2014ND.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1404L1_COLLECTION_RESOLVED.html
2014,EX1404L2,"Okeanos Explorer (EX1404L2): ROV Shakedown, VIP Visits, and Northeast Seamounts and Canyons",Yes,9,"Brian Kennedy, NOAA/OAR/OER (Expedition Coordinator); Elizabeth ""Meme"" Lobecker (Mapping Lead)",NOAA Ship Okeanos Explorer; Deep Discoverer ROV; Seirios Camera Sled,"September 4 - 10, 2014",September,37.405,-74.393,"The second leg of EX1404: Our Deepwater Backyard: Exploring Atlantic Canyons and Seamounts mission will focus on the western portion of the operating area in the New England Seamount Chain.  The primary goals for this cruise will be to conduct ROV shakedown activities, explore poorly known areas of the continental slope, and increase awareness of ocean exploration and OER through VIP interactions.","canyon, mapping, seamount, subs, tele","neseamounts, necanyons, conshelf","okeanos, d2, seirios",Okeanos ROV Cruises,coldnwatl,http://oceanexplorer.noaa.gov/okeanos/welcome.html,telepresence.jpg,,"Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1404l2/EX1404L2_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1404l2/ex1404l2-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1404l2/ex1404l2-profile-data.zip | ROV Dive Summary Reports and Data; Open; Access Dive Reports, Videos, Images, Clips, and Ancillary Data; http://service.ncddc.noaa.gov/rdn/oer-rov-cruises/ex1404l2","Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW2167&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1404_2 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0121585 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn893486601",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1404l2/ex1404l2-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1404l2/ex1404l2-SCS-Data.zip | Submersible Navigation/Sensor Data (ASCII); Download; ASCII Data from Submersible Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1404l2/ex1404l2-Sub-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1404L2_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1404L2,EX1404L2,Bathymetry Mosaic;OE_Bathymetry_Products;158;bathy.jpg|Ship Track;OE_OkeanosShipTrk;104;2014ST.jpg|Dive Locations;OE_OkeanosDives;28;2014D.jpg|Dive Tracks;OE_OkeanosDives;29;2014DTL.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1404L2_COLLECTION_RESOLVED.html
2014,EX1404L3,Okeanos Explorer (EX1404L3): ROV Exploration and Mapping Northeast Seamounts and Canyons,Yes,9,"Brian Kennedy, NOAA/OAR/OER (Expedition Coordinator); Lindsay McKenna (Mapping Lead)",NOAA Ship Okeanos Explorer; Deep Discoverer ROV; Seirios Camera Sled,"September 16 - October 7, 2014",September-October,39.312,-66.109,"The third leg of EX1404: Our Deepwater Backyard: Exploring Atlantic Canyons and Seamounts mission  will focus on the collection of baseline characterization of poorly known areas of the New England Seamount Chain and Canyons. Objectives include a combination of operational, science, education, outreach, and data management objectives. ","canyon, mapping, seamount, subs, tele, biodiv, habitat","neseamounts, necanyons, conshelf","okeanos, d2, seirios",Okeanos ROV Cruises,coldnwatl,http://oceanexplorer.noaa.gov/okeanos/welcome.html,okeanos.jpg,,"Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1404l3/EX1404L3_CNAV-GGA_shiptrack_rdp_thinned.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1404l3/ex1404l3-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1404l3/ex1404l3-profile-data.zip | ROV Dive Summary Reports and Data; Open; Access Dive Reports, Videos, Images, Clips, and Ancillary Data; http://service.ncddc.noaa.gov/rdn/oer-rov-cruises/ex1404l3","Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW2172&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=EX1404_3 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0123118 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn893486601",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1404l3/ex1404l3-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1404l3/ex1404l3-SCS-Data.zip | Submersible Navigation/Sensor Data (ASCII); Download; ASCII Data from Submersible Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1404l3/ex1404l3-Sub-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1404L3_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1404L3,EX1404L3,Bathymetry Mosaic;OE_Bathymetry_Products;159;bathy.jpg|Ship Track;OE_OkeanosShipTrk;106;2014ST.jpg|Dive Locations;OE_OkeanosDives;30;2014D.jpg|Dive Tracks;OE_OkeanosDives;31;2014DTL.jpg,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/explorations/ex1404/background/edu/edu.html,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/EX1404L3_COLLECTION_RESOLVED.html
2014,LostFrenchFleet2014,Search for the Lost French Fleet of 1565,No,8,"Chuck Meide, Director, Lighthouse Archeology Maritime Program (Expedition Coordinator); John de Bry, Director, Center for Historical Archaeology (Principal Investigator)",Roper,"July 14 - August 18, 2014",July-August,28.8,-80.75,"In 1565, a fleet of French vessels under the command of Jean Ribault carried settlers to the shores of the New World. The fleet was met by resistance from the Spanish Catholic force under the command of Pedro Menendez. A tremendous storm wrecked the French fleet and the survivors set up camps. These survivor camps represent the physical remains of France’s attempt to colonize this area of the New World in opposition to Spain’s competing interests. The subsequent massacre of French survivors by the Spanish spelled the end of France’s nationalistic ambitions in this region.  The study will conduct a seven-day geophysical survey using magnetometer, sidescan sonar, and sub-bottom profiler to identify targets. On two subsequent six-day cruises divers will ground truth targets in an attempt to locate and identify one or more of the lost French ships.","mapping, diving, arch","sab, conshelf","roper, scuba",,warmnwatl,,lostfrench.jpg,,,,,,LostFrenchFleet2014,LostFrenchFleet2014,,http://oceanexplorer.noaa.gov/explorations/14lostfleet/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/14lostfleet/background/edu/edu.html,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2014/LostFrenchFleet2014_RESOLVED.html
2014,SROF2014,Submarine Ring of Fire 2014 - Ironman,,,"Dr. Robert Embley (NOAA/PMEL), Dr. William Chadwick ","R/V Roger Revelle, JASON","December 17 - 21, 2014",December,14.6,144.8,This expedition will compare several different methods of measuring the Carbon Dioxide output from NW Rota for the first time and thereby  judge their effectiveness and usefulness for future studies.,"chemo, micro, sampling, seamount, subs, volcano",intl,"revelle, jason",Ring of Fire,tropnwpac,http://oceanexplorer.noaa.gov/explorations/14fire/welcome.html,nwrota.jpg,,,,,,SROF2014L2,SROF2014L2,,http://oceanexplorer.noaa.gov/explorations/14fire/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/14fire/background/edu/lessons.html,,,,
2014,PulleyRidge2014,Coral Ecosystem Connectivity 2014: From Pulley Ridge to the Florida Keys,Yes,8,"Dr. Robert Cowen (Hatfield Marine Science Center), Kimberly Puglise (NOAA/NCCOS)","M/V Spree, R/V Walton Smith, SubAtlantic Mohawk 18","June 18 - 27 and August 14 - 28, 2014",June-August,25.5,-84,"This mission is focusted on investigating the role that the relatively healthy deep, mesophotic reefs of Pulley Ridge (off the southwest coast of Florida) may play in replenishing key fish species, such as grouper and snapper, and other organisms in the downstream reefs of the Florida Keys and Dry Tortugas.  Because of the well-documented decline of Florida's reefs, it is important to identify, protect, and manage sources of larval reef species that can help sustain Florida's reef ecosystems and the tourism economy that depends on it.","corals, biodiv, habitat, subs ","gom, conshelf","spree, waltonsmith",,warmnwatl,http://oceanexplorer.noaa.gov/explorations/14pulleyridge/welcome.html,pulleyridge2014.jpg,,,,,,PulleyRidge2014,PulleyRidge2014,,http://oceanexplorer.noaa.gov/explorations/13pulleyridge/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/13pulleyridge/background/edu/lessonplans.html,,,,
